Mstar,MetalBudget
6.19, 0.4436936936936937
6.95, 0.954954954954955
7.54, 0.9797297297297297
8.04, 0.9369369369369369
9.18, 0.45495495495495486
9.32, 0.7635135135135136
9.46, 0.786036036036036
10.1, 0.695945945945946
10.1, 0.5315315315315314
10.2, 0.8513513513513513
10.5, 1.045045045045045
