Mstar,MetalBudget
6.19, 0.1418918918918919
6.95, 0.3986486486486487
7.54, 0.5247747747747747
8.04, 0.6463963963963963
9.18, 0.26126126126126115
9.32, 0.43918918918918914
9.46, 0.3941441441441441
10.1, 0.29054054054054057
10.1, 0.4662162162162162
10.2, 0.8175675675675677
10.5, 0.9279279279279279
